PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Earth,Europa,Mars,True,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,True,transported_True
0261_01,26.0,66.0,29.0,0.0,0.0,803.0,1,0,0,0,0,0,1,0,0
0263_01,28.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
0267_01,13.0,118.0,0.0,0.0,754.0,1.0,1,0,0,0,0,0,1,0,0
0269_01,47.0,0.0,231.0,592.0,0.0,0.0,1,0,0,0,1,0,0,0,1
0270_01,63.0,0.0,25.0,128.0,0.0,1240.0,1,0,0,0,0,0,1,0,0
0277_01,50.0,44.0,2390.0,0.0,53.0,0.0,1,0,0,0,1,0,0,0,1
0278_02,45.0,0.0,97.0,0.0,14.0,333.0,1,0,0,0,0,0,1,0,0
0281_01,19.0,0.0,0.0,2078.0,0.0,0.0,1,0,0,0,0,0,1,0,1
0282_01,21.0,0.0,918.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1
0283_01,29.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1
0283_02,22.0,146.0,654.0,1.0,0.0,2.0,1,0,0,0,0,0,1,0,1
0285_01,14.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
0285_02,42.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
0286_01,57.0,3.0,1281.0,29.0,162.0,13.0,1,0,0,0,1,0,0,0,0
0287_02,28.0,0.0,587.0,32.0,6.0,1460.0,0,1,0,0,0,0,1,0,0
0288_01,19.0,0.0,0.0,0.0,0.0,828.0,1,0,0,0,1,0,0,0,0
0289_01,19.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
0290_01,26.0,0.0,4458.0,0.0,1157.0,262.0,0,1,0,0,1,0,0,0,1
0290_02,17.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
0290_04,9.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1
0291_01,40.0,0.0,6500.0,88.0,1090.0,0.0,0,1,0,0,0,0,1,0,1
0297_01,24.0,90.0,2.0,1324.0,17.0,0.0,1,0,0,0,0,0,1,0,1
0298_01,57.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
0302_01,23.0,0.0,0.0,15.0,0.0,1370.0,1,0,0,0,0,0,1,0,0
0304_01,28.0,0.0,422.0,0.0,1851.0,5166.0,0,1,0,0,0,0,1,0,0
0305_01,23.0,0.0,584.0,0.0,20.0,2469.0,0,1,0,0,1,0,0,0,0
0306_01,23.0,368.0,175.0,259.0,1.0,101.0,1,0,0,0,0,0,1,0,0
0307_01,18.0,0.0,0.0,1359.0,0.0,0.0,1,0,0,0,0,0,1,0,1
0309_01,18.0,1194.0,0.0,157.0,6.0,0.0,1,0,0,0,0,0,1,0,0
0313_01,60.0,7.0,540.0,1.0,0.0,4.0,1,0,0,0,0,1,0,0,1
0313_03,49.0,331.0,0.0,0.0,318.0,0.0,1,0,0,0,1,0,0,0,1
0313_04,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1
0314_01,26.0,386.0,0.0,74.0,0.0,1330.0,1,0,0,0,1,0,0,0,0
0322_01,13.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0
0324_01,43.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0
0326_01,29.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
0330_01,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,1
0330_03,33.0,443.0,317.0,0.0,148.0,1260.0,0,1,0,0,0,0,1,0,0
0331_01,25.0,0.0,0.0,251.0,0.0,552.0,1,0,0,0,0,0,1,0,0
0333_01,29.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,1
0334_01,29.0,5715.0,2.0,211.0,1476.0,0.0,0,0,1,0,0,0,1,0,0
0336_01,44.0,695.0,1.0,16.0,0.0,0.0,1,0,0,0,0,0,1,0,0
0337_01,2.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,1
0337_02,19.0,417.0,349.0,634.0,3.0,1057.0,0,0,1,0,0,0,1,0,1
0340_01,38.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
0341_01,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0
0343_01,31.0,121.0,0.0,0.0,274.0,907.0,1,0,0,0,0,1,0,0,0
0345_01,30.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0
0346_01,15.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,1
0347_01,27.0,434.0,0.0,1434.0,0.0,0.0,0,0,1,0,0,0,1,0,0
0348_01,22.0,142.0,2876.0,202.0,3.0,0.0,0,0,1,0,0,0,1,0,1
0350_01,14.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1
0352_01,23.0,2001.0,0.0,2975.0,0.0,0.0,0,0,1,0,0,0,1,0,0
0356_01,36.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
0358_01,50.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
0358_02,32.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1
0359_01,26.0,148.0,0.0,453.0,0.0,88.0,1,0,0,0,0,1,0,0,0
0360_01,15.0,358.0,212.0,33.0,0.0,112.0,1,0,0,0,0,0,1,0,0
0361_01,33.0,0.0,36.0,0.0,280.0,417.0,1,0,0,0,1,0,0,0,1
0368_01,26.0,2832.0,107.0,4447.0,15.0,4.0,0,0,1,0,0,0,1,0,0
0368_02,61.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
0369_01,24.0,0.0,0.0,592.0,177.0,58.0,1,0,0,0,0,0,1,0,1
0370_01,30.0,0.0,95.0,0.0,441.0,1023.0,1,0,0,0,0,0,1,0,0
0371_01,24.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
0373_01,41.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
0375_01,20.0,0.0,0.0,558.0,0.0,230.0,1,0,0,0,0,0,1,0,0
0376_01,22.0,116.0,0.0,786.0,6.0,0.0,1,0,0,0,0,0,1,0,1
0377_01,63.0,0.0,1068.0,0.0,176.0,8188.0,0,1,0,0,1,0,0,0,0
0378_01,18.0,17.0,215.0,4.0,5132.0,697.0,0,1,0,0,1,0,0,0,0
0378_02,21.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
0378_03,79.0,5649.0,235.0,7.0,2579.0,2175.0,0,1,0,0,0,0,1,0,0
0378_04,56.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
0378_05,13.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
0378_06,33.0,0.0,2491.0,6.0,1173.0,1059.0,0,1,0,0,0,0,1,0,0
0378_07,32.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
0379_01,31.0,198.0,0.0,591.0,0.0,164.0,1,0,0,0,0,0,1,0,1
0381_01,18.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
0383_01,28.0,82.0,773.0,0.0,3693.0,140.0,1,0,0,0,0,0,1,0,0
0383_02,34.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0
0384_01,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1
0384_02,14.0,3.0,0.0,881.0,25.0,0.0,1,0,0,0,0,0,1,0,1
0385_01,23.0,13.0,747.0,0.0,0.0,128.0,1,0,0,0,0,0,1,0,0
0387_01,49.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
0388_01,14.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
0389_01,18.0,391.0,44.0,356.0,0.0,0.0,1,0,0,0,0,0,1,0,0
0391_01,27.0,69.0,5728.0,0.0,0.0,987.0,0,1,0,0,0,1,0,1,1
0392_01,48.0,0.0,111.0,0.0,1508.0,0.0,1,0,0,0,0,0,1,0,0
0395_01,31.0,0.0,11003.0,552.0,8157.0,5688.0,0,1,0,0,1,0,0,1,0
0395_02,61.0,1.0,608.0,0.0,3835.0,1.0,0,1,0,0,1,0,0,0,0
0396_01,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
0397_01,45.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
0398_01,22.0,28.0,420.0,36.0,6011.0,3.0,0,0,1,0,0,0,1,0,0
0401_01,30.0,1056.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0
0401_02,30.0,1770.0,0.0,0.0,13.0,0.0,0,0,1,0,0,0,1,0,0
0403_01,43.0,353.0,896.0,0.0,0.0,2.0,0,0,1,0,0,0,1,1,1
0407_02,20.0,0.0,465.0,0.0,5.0,223.0,1,0,0,0,0,0,1,0,0
0407_03,39.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
0408_01,35.0,1134.0,113.0,52.0,0.0,0.0,0,0,1,0,0,0,1,0,0
0409_01,31.0,0.0,0.0,1116.0,2.0,0.0,0,0,1,0,0,0,1,0,0
0410_01,21.0,0.0,150.0,0.0,567.0,0.0,1,0,0,0,1,0,0,0,0
0411_01,16.0,691.0,0.0,101.0,140.0,0.0,1,0,0,0,0,0,1,0,0
0412_01,60.0,0.0,7255.0,5952.0,1537.0,0.0,0,1,0,0,0,0,1,0,1
0413_01,18.0,0.0,157.0,0.0,352.0,60.0,1,0,0,0,0,0,1,0,0
0415_01,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
0417_01,68.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
0417_02,22.0,0.0,1170.0,0.0,5467.0,1241.0,0,1,0,0,1,0,0,0,0
